event_id,instrument_code,event_type,record_date,ex_date,pay_date,bonus_per_10,cash_per_10,qty_factor,cash_dps,currency,status,source,source_url,parse_method,confidence,validation_ok,review_status,reviewer,reviewed_at,review_note,note
300990.SZ-2026-01-07,300990.SZ,CASH,2026-01-06,2026-01-07,2026-01-07,0,2,1,0.2,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/300990.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"同飞股份;实施分配;10派2.00元(含税,扣税后1.80元)"
301156.SZ-2026-01-07,301156.SZ,CASH,2026-01-06,2026-01-07,2026-01-07,0,1,1,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/301156.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"美农生物;实施分配;10派1.00元(含税,扣税后0.90元)"
600320.SH-2026-01-07,600320.SH,CASH,2026-01-06,2026-01-07,2026-01-07,0,0.2,1,0.02,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/600320.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"振华重工;实施分配;10派0.20元(含税,扣税后0.18元)"
601963.SH-2026-01-07,601963.SH,CASH,2026-01-06,2026-01-07,2026-01-07,0,1.684,1,0.1684,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/601963.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"重庆银行;实施分配;10派1.684元(含税,扣税后1.5156元)"
000591.SZ-2026-01-08,000591.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,0.631238,1,0.0631238,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/000591.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"太阳能;实施分配;10派0.631238元(含税,扣税后0.568114元)"
000700.SZ-2026-01-08,000700.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,3.268,1,0.3268,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/000700.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"模塑科技;实施分配;10派3.268元(含税,扣税后2.9412元)"
002228.SZ-2026-01-08,002228.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,1,1,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002228.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"合兴包装;实施分配;10派1.00元(含税,扣税后0.90元)"
002357.SZ-2026-01-08,002357.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,0.5,1,0.05,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002357.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"富临运业;实施分配;10派0.50元(含税,扣税后0.45元)"
002661.SZ-2026-01-08,002661.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,1.5,1,0.15,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002661.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"克明食品;实施分配;10派1.50元(含税,扣税后1.35元)"
0398.HK-2026-01-08,0398.HK,CASH,2026-01-13,2026-01-08,2026-01-28,0,2.08,1,0.208,HKD,IMPLEMENTED,eastmoney_hk,https://basic.10jqka.com.cn/176/HK0398/bonus.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,record_not_before_ex,中期分配+特别分配; 每股派港币0.053元; 每股派港币0.155元
300259.SZ-2026-01-08,300259.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,0.5,1,0.05,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/300259.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"新天科技;实施分配;10派0.50元(含税,扣税后0.45元)"
301331.SZ-2026-01-08,301331.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,3.5,1,0.35,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/301331.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"恩威医药;实施分配;10派3.50元(含税,扣税后3.15元)"
301535.SZ-2026-01-08,301535.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,1,1,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/301535.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"浙江华远;实施分配;10派1.00元(含税,扣税后0.90元)"
301555.SZ-2026-01-08,301555.SZ,CASH,2026-01-07,2026-01-08,2026-01-08,0,2.2,1,0.22,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/301555.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"惠柏新材;实施分配;10派2.20元(含税,扣税后1.98元)"
3618.HK-2026-01-08,3618.HK,CASH,2026-01-15,2026-01-08,2026-01-23,0,2.24211,1,0.224211,HKD,IMPLEMENTED,eastmoney_hk,https://basic.10jqka.com.cn/176/HK3618/bonus.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,record_not_before_ex,中期分配; 每股派人民币0.20336元(相当于港币0.224211元)
601066.SH-2026-01-08,601066.SH,CASH,2026-01-07,2026-01-08,2026-01-08,0,1.65,1,0.165,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/601066.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"中信建投;实施分配;10派1.65元(含税,扣税后1.485元)"
601208.SH-2026-01-08,601208.SH,CASH,2026-01-07,2026-01-08,2026-01-08,0,1,1,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/601208.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"东材科技;实施分配;10派1.00元(含税,扣税后0.90元)"
603309.SH-2026-01-08,603309.SH,CASH,2026-01-07,2026-01-08,2026-01-08,0,2,1,0.2,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/603309.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"维力医疗;实施分配;10派2.00元(含税,扣税后1.80元)"
688059.SH-2026-01-08,688059.SH,CASH,2026-01-07,2026-01-08,2026-01-08,0,6,1,0.6,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/688059.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"华锐精密;实施分配;10派6.00元(含税,扣税后5.40元)"
000157.SZ-2026-01-09,000157.SZ,CASH,2026-01-08,2026-01-09,2026-01-09,0,2,1,0.2,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/000157.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"中联重科;实施分配;10派2.00元(含税,扣税后1.80元)"
002140.SZ-2026-01-09,002140.SZ,CASH,2026-01-08,2026-01-09,2026-01-09,0,0.5,1,0.05,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002140.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"东华科技;实施分配;10派0.50元(含税,扣税后0.45元)"
002201.SZ-2026-01-09,002201.SZ,CASH,2026-01-08,2026-01-09,2026-01-09,0,0.1,1,0.01,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002201.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"九鼎新材;实施分配;10派0.10元(含税,扣税后0.09元)"
300142.SZ-2026-01-09,300142.SZ,CASH,2026-01-08,2026-01-09,2026-01-09,0,0.3,1,0.03,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/300142.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"沃森生物;实施分配;10派0.30元(含税,扣税后0.27元)"
301603.SZ-2026-01-09,301603.SZ,CASH,2026-01-08,2026-01-09,2026-01-09,0,1,1,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/301603.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"乔锋智能;实施分配;10派1.00元(含税,扣税后0.90元)"
301668.SZ-2026-01-09,301668.SZ,CASH,2026-01-08,2026-01-09,2026-01-09,0,5,1,0.5,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/301668.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"昊创瑞通;实施分配;10派5.00元(含税,扣税后4.50元)"
600008.SH-2026-01-09,600008.SH,CASH,2026-01-08,2026-01-09,2026-01-09,0,0.4,1,0.04,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/600008.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"首创环保;实施分配;10派0.40元(含税,扣税后0.36元)"
600120.SH-2026-01-09,600120.SH,CASH,2026-01-08,2026-01-09,2026-01-09,0,0.35,1,0.035,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/600120.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"浙江东方;实施分配;10派0.35元(含税,扣税后0.315元)"
600222.SH-2026-01-09,600222.SH,CASH,2026-01-08,2026-01-09,2026-01-09,0,0.14,1,0.014,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/600222.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"太龙药业;实施分配;10派0.14元(含税,扣税后0.126元)"
601800.SH-2026-01-09,601800.SH,CASH,2026-01-08,2026-01-09,2026-01-09,0,1.178,1,0.1178,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/601800.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"中国交建;实施分配;10派1.178元(含税,扣税后1.0602元)"
601801.SH-2026-01-09,601801.SH,CASH,2026-01-08,2026-01-09,2026-01-09,0,1,1,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/601801.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"皖新传媒;实施分配;10派1.00元(含税,扣税后0.90元)"
603833.SH-2026-01-09,603833.SH,CASH,2026-01-08,2026-01-09,2026-01-09,0,12.4,1,1.24,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/603833.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"欧派家居;实施分配;10派12.40元(含税,扣税后11.16元)"
605056.SH-2026-01-09,605056.SH,CASH,2026-01-08,2026-01-09,2026-01-09,0,0.8,1,0.08,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/605056.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"咸亨国际;实施分配;10派0.80元(含税,扣税后0.72元)"
